critic_id,shoe_id,rating,name,date,description
44,84,8.4,TommyLiu,2023-08-23,"The Nike GT Jump 2 makes perfect sense as a package. The cushioning is top-tier, and the other features are more versatile than last year's model."
43,84,8.2,The Sole Drop,2023-08-31,"The Nike GT Jump 2 is a maximalist shoe with unreal cushioning. I prefer to feel responsive and low to the ground, but this shoe is solid for bounce and impact protection."
45,84,8.0,KicksContestWorld,2024-03-22,"The Nike G.T. Jump 2 is held back by the lack of lateral stability. The traction and cushioning are fantastic, though."
29,85,8.8,MARKCHES,2023-08-28,"It's not a signature model, but the performance of the Li-Ning Wade 808 3 Ultra feels premium. The cushioning and traction are both top-tier."
44,85,8.6,TommyLiu,2023-08-28,The Li-Ning Wade 808 3 Ultra is on a whole new level. This year's model improved on traction while maintaining performance with cushioning and support.
43,85,8.6,The Sole Drop,2023-09-03,The Way of Wade 808 line is one of my favourites. The 808 3 Ultra has responsive cushioning and top-tier traction performance. Impact protection could be better.
32,85,8.6,ShadeSnSoleS [Youtube],2023-09-30,"The Li-Ning Wade 808 3 Ultra is a shoe for every position because of the support and lockdown. The cushioning feels comfortable, and the traction works. The shoe is versatile."
37,85,8.4,Foot Doctor Zach,2023-08-28,"After breaking in the Li-Ning Wade 808 3 Ultra, I felt bouncier and tuned for getting up in the air. The traction takes some warming, and the support is impressive."
44,86,8.6,TommyLiu,2023-07-11,"The Jordan Luka 2 takes a step in the right direction. The traction is fantastic, and the lockdown is secure and impressive."
39,86,8.5,Evan Miranda [weartesters.com],2023-07-19,"The Jordan Luka 2 has a reactive and responsive setup better suited for shiftier guards. The traction grips well, and the cushioning caters to lighter players."
7,86,8.4,Nelson Chan @Hoop and Life,2023-07-22,"The Jordan Luka 2 feels like a standard hoop shoe. The changes to the shoe are catered toward bigger guards. The support and lockdown are sturdy, but the shoe is also heavier."
36,86,8.4,Snkr Tech Talk,2023-08-30,The Jordan Luka 2 has outstanding midfoot and lateral support and containment. It's a solid shoe for guards and wings.
37,86,8.2,Foot Doctor Zach,2023-07-11,"The Jordan Luka 2s are at their best when shifting weight onto one foot, particularly for stepbacks and cuts. The support and lockdown are the best features."
41,86,8.2,Allen Sison [weartesters.com],2023-08-23,"The Jordan Luka 2's best feature is the lockdown. The traction performs in cleaner conditions, and the cushioning is stable."
33,86,8.0,Soled Out Reviews,2023-07-17,"The Jordan Luka is a solid shoe that covers all of the bases. Most positions can utilize it. The cushioning is soft, and the materials feel comfortable."
43,86,8.0,The Sole Drop,2023-08-16,"The Jordan Luka 2 beefs up the support and lockdown. The traction performs well on clean courts, and the cushioning feels responsive."
25,86,8.0,JAHRONMON [Youtube],2023-08-26,The Jordan Luka 2 is a definite improvement from the Luka 1. It's a controlled ride with lots of stability and sturdiness. There's plenty of value at this price point.
39,87,9.0,Evan Miranda [weartesters.com],2023-08-04,"The Puma All Pro Nitro is a different shoe but a worthy follow-up to the original. The shoe has excellent traction, balanced, plush cushioning, and solid support."
41,87,8.6,Allen Sison [weartesters.com],2023-07-26,"The Puma All Pro Nitro is one of the best shoes available. It's versatile, with phenomenal traction and improved cushioning."
43,87,8.6,The Sole Drop,2023-08-27,"I love playing in the Puma All Pro Nitro because of how responsive and fast it feels. It fits me well, and I felt supportive, too."
44,87,8.4,TommyLiu,2023-07-11,"Puma finally has a lightweight basketball shoe. The All-Pro Nitro is Puma's best release of the year. The traction is impressive, and the cushioning is comfortable."
29,87,8.4,MARKCHES,2023-07-27,The Puma All Pro Nitro is a dependable sneaker. The bouncy foam and reliable traction make it a solid performer.
37,87,8.4,Foot Doctor Zach,2023-12-18,The Puma All Pro Nitro goes north and south incredibly well. The lockdown is impressive but beware of wiping the outsole to remove dust.
36,87,8.3,Snkr Tech Talk,2023-07-26,The Puma All-Pro Nitro is a shoe I plan to keep in my bag. The traction and cushion setup is tried and true. This is one of the best budget-friendly options.
43,88,8.6,The Sole Drop,2023-08-24,"The Anta Shockwave 5 is a super responsive shoe. I enjoy playing in it. The traction is outstanding, and the cushioning is low to the ground with tons of court feel."
39,88,8.5,Evan Miranda [weartesters.com],2023-08-18,"The Anta Shock Wave 5 feels like a shoe meant for Kyrie Irving. It feels agile, low-profile, and reactive."
37,88,8.5,Foot Doctor Zach,2023-09-07,"I enjoyed the Anta Shockwave 5 more than other Kyrie models. The performance is better because of the build quality, the materials, and the cushioning."
44,88,8.2,TommyLiu,2023-08-18,"The Anta Shock Wave 5 has impressive traction, underfoot cushioning, and lockdown. Beware of the inconsistent materials, though."
41,88,8.2,Allen Sison [weartesters.com],2023-11-30,"The Anta Shockwave 5 is an impressive performer. The traction performs well, and the cushioning is balanced. My only concern is the weight."
29,88,8.0,MARKCHES,2023-08-18,The Anta Shock Wave 5 has grippy traction and a responsive cushioning setup. The containment is also solid but beware of the slim fit.
44,89,8.2,TommyLiu,2023-05-09,The Nike Cosmic Unity 3 performed better than expected. It's a bulky but sturdy shoe and is well-suited for outdoor play.
37,89,8.2,Foot Doctor Zach,2023-05-09,The Nike Cosmic Unity 3 is a sturdy and contained shoe. The build and materials help improve the support and lockdown quite a bit.
33,89,8.0,Soled Out Reviews,2023-05-04,"The Nike Cosmic Unity 3 is a step down from the 2. The cushioning took a step back, and the traction was inconsistent. It is durable and sturdy, though."
43,89,8.0,The Sole Drop,2023-05-23,"The Nike Cosmic Unity 3 is a decent shoe, but it feels like a downgrade from its predecessors. The cushioning is responsive but stiff, and the shoe is somewhat heavy."
29,89,7.8,MARKCHES,2023-08-25,"The Nike Cosmic Unity 3 caters to outdoor play. The traction is durable, and the materials are comfortable. The cushioning isn't as bouncy as in past seasons, but it is responsive."
37,90,8.8,Foot Doctor Zach,2023-05-23,The Li-Ning Wade Fission 8 is one of the fastest shoes. It has an impressive cushioning setup that offers plenty of energy return. The traction is also solid.
39,90,8.5,Evan Miranda [weartesters.com],2023-07-06,The Li-Ning Wade Fission 8 is a solid performer with a strong traction and cushioning combo. It's an excellent pick for outdoors. Just make sure to get the proper fit.
44,90,8.4,TommyLiu,2023-05-23,Li-Ning's Wade Fission 8 is light enough for faster players and has enough bounce for high jumpers. The biggest highlight is the traction.
32,90,8.4,ShadeSnSoleS [Youtube],2023-09-23,"I love the Li-Ning Wade Fission 8. I have no problem recommending this shoe. The materials, traction, and cushioning are all on the level of a signature shoe."
29,90,8.2,MARKCHES,2023-05-23,"The Li-Ning Wade Fission 8 has outstanding performance. I recommend the shoe for lighter, quicker players because the cushioning is low and responsive."
43,90,7.8,The Sole Drop,2023-06-16,"I had some issues with the Li-Ning Wade Fission 8. The impact protection hurt me, and the traction slipped a bit. Otherwise, the shoe has solid features."
39,91,9.0,Evan Miranda [weartesters.com],2023-07-06,The Puma Stewie 2 is one of the year's best basketball shoes. It has excellent traction and a smooth cushioning ride.
33,91,8.4,Soled Out Reviews,2023-06-07,"Puma knocked it out of the park with the Stewie 2. I recommend the shoe to everyone. The traction and cushioning are phenomenal, and the materials are light."
37,91,8.4,Foot Doctor Zach,2023-09-27,"The Puma Stewie 2 is a balanced, versatile shoe. It's incredibly accommodating indoors and is best suited for a ground game."
44,91,8.0,TommyLiu,2023-06-07,The Puma Stewie 2 feels and performs like the MB.02. It's a comfortable and consistent performer but nothing special stands out.
43,91,7.8,The Sole Drop,2023-06-16,The Puma Stewie 2 has responsive cushioning and decent traction. It feels quick and streamlined while playing. I like the way it performs.
37,92,9.2,Foot Doctor Zach,2023-10-10,"The playability feels similar in the Wade All City 11 V2, but the material durability and stability feel improved. The traction and cushioning remain top-notch."
41,92,9.0,Allen Sison [weartesters.com],2023-10-28,"The Li-Ning Wade All City 11 V2 blends all its features to provide excellent performance. The traction is outstanding indoors and outdoors, while the cushioning is bouncy."
29,92,8.8,MARKCHES,2023-10-19,"The Li-Ning Wade All City 11 V2 is still an impressive performer. The materials and stability feel improved, while the cushioning and traction are still solid."
44,92,8.6,TommyLiu,2023-10-10,"The Li-Ning Wade All City 11 V2 does a solid job addressing issues from the previous model. The performance feels better, but the sizing becomes more snug."
39,92,8.5,Evan Miranda [weartesters.com],2023-10-22,"The Li-Ning Wade All City 11 V2 feels almost identical to the original. The updated upper materials provide additional lockdown, but the shoe is still versatile and suited for multiple play styles."
43,93,8.2,The Sole Drop,2023-04-13,"I felt amazing playing in the Jordan Tatum 1 on clean courts. The bounce in the forefoot felt great, the materials are light, and the traction works well. Just be careful on dusty courts."
33,93,8.2,Soled Out Reviews,2023-04-20,"The Jordan Tatum 1 has bouncy cushioning and reliable traction. The torsional support can be better, though."
29,93,8.2,MARKCHES,2023-04-23,"I'm enjoying playing in the Jordan Tatum 1. The cushioning is low but bouncy. I didn't have issues with the traction, and the materials were comfortable."
7,93,8.0,Nelson Chan @Hoop and Life,2023-04-20,"The Jordan Tatum 1 is a solid first performance shoe for Jayson Tatum. It's different and feels odd underfoot. The cushioning is the best part, but the traction disappointed me."
44,93,8.0,TommyLiu,2023-04-24,"The Jordan Tatum 1 is one of the lightest basketball shoes available. I enjoyed playing in the shoe because of the cushioning and material setup. I had no traction issues, but dust picks up quickly."
46,93,8.0,Jeremy Jones,2023-08-18,"There are parts to like about the Jordan Tatum 1, but there's room for improvement. The material choice is solid, but the traction design is weird."
41,93,7.8,Allen Sison [weartesters.com],2023-05-03,"There are slight concerns about the Jordan Tatum 1, but if you value lightweight shoes, you'll appreciate these. The cushioning is comfortable, and after breaking it in, the traction is decent."
37,93,7.7,Foot Doctor Zach,2023-08-24,"The Jordan Tatum 1 is a solid option for players constantly on the balls of their feet. I like how lightweight the shoe is. The forefoot traction grips the court well, too."
45,93,7.6,KicksContestWorld,2023-08-25,"The Jordan Tatum 1 is light and comfortable. It has solid traction and cushioning. The shoe lacks stability and torsional support, though."
36,93,7.2,Snkr Tech Talk,2023-05-27,"Jayson Tatum's debut shoe has a striking appearance. I found the foam traction, support, and fit lacking, but I enjoyed the Zoom Air and the shoe's materials."
43,94,8.6,The Sole Drop,2023-04-13,"The Li-Ning Wade 808 2 Ultra V2 is a fantastic performer. It reminds me a lot of the Kobe 9. The traction is outstanding, and the added heel lockdown is a welcome improvement."
42,94,8.6,Jackson Bayer [weartesters.com],2023-04-16,The Li-Ning Wade 808 2 Ultra V2 improves on the regular 808 2 with improved cushioning and a revamped ankle collar. The fit and support feel better too.
46,94,8.5,Jeremy Jones,2023-08-18,The Li-Ning Wade 808 2 Ultra V2 is a solid performer. The fit and lockdown are the best features. I wish the traction performed up to my high expectations.
29,94,8.4,MARKCHES,2023-09-03,"The Li-Ning Wade 808 2 Ultra V2 feels like an upgrade. The heel and ankle support are where the shoe shines. It has dependable traction and cushioning, too."
44,95,8.2,TommyLiu,2023-05-27,"I enjoyed playing in the Adidas BYW Select. The cushioning feels awesome, and the traction is solid."
43,95,8.0,The Sole Drop,2023-04-13,"The Adidas BYW Select is a responsive and comfortable basketball shoe. The cushioning is solid, and the traction performs as intended."
37,96,8.8,Foot Doctor Zach,2023-08-18,"The Anta GH 4 is best for powerful playstyles because of the incredible lockdown, stability, and bouncy cushioning."
43,96,8.8,The Sole Drop,2023-08-18,"The Anta GH 4 is an impressive performer, especially for the price. The support is outstanding, and the cushioning is low to the ground while feeling responsive."
33,96,8.6,Soled Out Reviews,2023-09-04,I loved playing in the Anta GH 4. I recommend this shoe to anyone. I especially like the heel impact protection and the lockdown from the lacing system.
29,96,8.2,MARKCHES,2023-08-18,"The Anta GH 4 improves on the GH 3 a lot. The support and lockdown are excellent because of the lacing system, and the traction is reliable."
37,97,8.4,Foot Doctor Zach,2023-03-07,"The Jordan Why Not Zer0.6 is fun to play in. The shoe is fluid from step to step, and they pick up speed well with good traction and cushioning."
29,97,8.2,MARKCHES,2023-03-21,"The Jordan Why Not Zer0.6 is a responsive, well-fitting performance shoe. The traction is good, and I felt secure."
44,97,8.0,TommyLiu,2023-05-01,"The Jordan Why Not .6 is an easy ride. It didn't take long to get used to playing in this shoe. It's lightweight, comfortable, and reliable."
36,97,7.6,Snkr Tech Talk,2023-05-04,"Players looking for decent traction, solid forefoot cushioning, and contained support will enjoy the Jordan Why Not Zero.6. It's also lightweight and breathable."
43,97,7.4,The Sole Drop,2023-04-13,"The Jordan Why Not .6 is somewhat inconsistent. The traction performed well at times but not great at others. The cushioning is alright, but it's not responsive."
46,98,9.0,Jeremy Jones,2023-08-18,"I enjoyed playing in the Nike Ja 1. The traction sticks, the materials work, and the cushioning is comfortable."
43,98,8.8,The Sole Drop,2023-05-04,"The Nike Ja 1 is a quick and responsive shoe. It's one of my favourite shoes over the past year. The traction, fit, and support are all excellent."
36,98,8.3,Snkr Tech Talk,2023-05-02,"The Nike Ja 1 is a solid debut shoe for Ja Morant. The best features are traction, fit, and support. The materials could be better, but I enjoyed playing in the shoe."
33,98,8.2,Soled Out Reviews,2023-04-27,"The Nike Ja 1 is an impressive initial shoe for Ja Morant. The traction works for me, and the cushioning is a pleasant surprise. I recommend this pair to any player."
29,98,8.2,MARKCHES,2023-05-14,"The Nike Ja 1 is a pleasant surprise. The traction is impressive, the cushioning is decent, and the support provides everything I need."
45,98,8.2,KicksContestWorld,2023-06-25,The Nike Ja 1 is an impressive debut shoe. It feels similar to the Kyrie Low 5. I recommend these for both guard positions because of the cushioning and traction setup.
7,98,8.0,Nelson Chan @Hoop and Life,2023-04-26,"The Nike Ja 1 disappointed me because of my high expectations. The traction is inconsistent, and the comfort and cushioning are lacking. The shoe is playable, though."
44,98,8.0,TommyLiu,2023-05-11,"The Nike Ja 1 is a solid performer. Not many features perform poorly. The traction excels, but the cushioning could be more comfortable."
41,98,8.0,Allen Sison [weartesters.com],2023-05-31,"The Nike Ja 1 is straightforward and reliable. The performance surprised me, especially the cushioning. The traction is also serviceable on multiple surfaces."
24,98,8.0,RicheeKim,2024-01-23,"The Nike Ja 1 is a solid performer outside of the narrow fit. The traction feels very good, and the cushioning caters to shifty players."
37,98,7.8,Foot Doctor Zach,2023-03-07,"The Nike Ja 1 plays bouncier than expected. The cushioning profile looks flat and offers explosiveness. The traction can be iffy indoors, but it still performs decently."
32,99,8.6,ShadeSnSoleS [Youtube],2023-03-12,"I love playing in the New Balance Kawhi 3. The upper is supportive, the traction performs on clean courts, the fit is perfect, and the cushioning is versatile."
43,99,8.2,The Sole Drop,2023-03-07,"The New Balance Kawhi 3 is a good performer but an overpriced shoe. The cushioning is responsive and low to the ground, and the traction plays well on clean courts."
33,99,8.0,Soled Out Reviews,2023-03-07,"The New Balance Kawhi 3 has solid basketball features, but I advise wearing thicker socks because of the heel portion of the shoe. Impact protection and traction performed well."
42,99,8.0,Jackson Bayer [weartesters.com],2023-05-10,"The New Balance Kawhi 3 is an optimal shoe for playing outdoors and for players who enjoy support. The FuelCell cushioning feels stiff, but the other features make it worthwhile."
37,100,9.0,Foot Doctor Zach,2023-04-11,The Li-Ning Way of Wade All City 11 is a fast shoe. They have a lot of pop and feel springy. All positions can benefit from this setup.
43,100,8.8,The Sole Drop,2023-03-21,"The Li-Ning Way of Wade All City 11 is a quick and responsive shoe. The traction is elite, and the cushioning does everything."
29,100,8.6,MARKCHES,2023-03-21,"The Way of Wade All City 11 is a solid performance option. The traction and cushioning feel good, and the materials are more breathable this year."
33,100,8.4,Soled Out Reviews,2023-04-13,"I have no problems recommending the Way of Wade All City 11 as a performance shoe, especially on clean courts. It plays and feels similar to a Kobe shoe. Just be careful on dusty courts."
44,100,8.2,TommyLiu,2023-04-13,"Li-Ning's Way of Wade All City 11 is another strong performance shoe from the brand. The smooth transition with each step is the best part. The traction takes some breaking in, though."
36,100,8.1,Snkr Tech Talk,2023-05-17,"I enjoyed playing in the Li-Ning Way of Wade All City 11. My favourite features are the cushion, fit, and support. The traction was a letdown because of the dust performance."
44,101,7.8,TommyLiu,2023-04-13,"The Under Armour Spawn 5 is a low-profile shoe best suited for guards. The traction is solid, and the shoe feels smooth to play in."
43,101,7.4,The Sole Drop,2023-04-13,The Under Armour Spawn 5 would be a banger if the traction were better. It's a responsive shoe with comfortable cushioning and support.
39,102,9.5,Evan Miranda [weartesters.com],2023-05-02,"The Wade Son of Flash is another top performer in the Li-Ning lineup. It excels outdoors. The traction is excellent, the cushioning is well-balanced, and there's more than enough support and containment."
37,102,8.4,Foot Doctor Zach,2023-04-29,"The Son of Flash plays extremely fast. The first step of the shoe is explosive because of the foam and shank setup, and the herringbone traction pattern helps with stops."
44,102,8.3,TommyLiu,2023-04-13,"I consider the Li-Ning Wade Son of Flash an amazing shoe for the price. The traction is grippy, and the cushioning is good enough for most players. There are also no issues with the support."
29,102,8.2,MARKCHES,2023-04-13,The Li-Ning Son of Flash is ideal for outdoor use because of the thick rubber outsole. The cushioning is responsive but not the best for impact protection. The shoe is a solid budget option.
43,102,8.0,The Sole Drop,2023-04-13,The Li-Ning Wade Son of Flash has top-tier traction and low-to-the-ground cushioning. I felt quick and light on my feet when playing in this shoe.
33,103,8.6,Soled Out Reviews,2023-05-04,"The Under Armour Curry 2 Low FloTro is a dope sneaker. Flow foam offers outstanding traction, but there isn't much impact protection."
44,103,8.2,TommyLiu,2023-05-04,"Under Armour's FloTro line continues to deliver with the Curry 2 Low FloTro. It performs as expected, with amazing traction and court feel. The transition is smooth too."
37,104,8.2,Foot Doctor Zach,2023-05-04,The Adidas Trae Unlimited offers a superior ground-based game. It's supportive and stable while feeling low to the ground. The traction caters to shifty players too.
43,104,8.0,The Sole Drop,2023-05-23,"For the price, the Adidas Trae Unlimited is a comfortable shoe with no weaknesses. It doesn't excel in any specific area, but the performance is well-rounded."
36,105,9.4,Snkr Tech Talk,2023-03-21,"You can't go wrong with the Nike LeBron NXXT Gen at this price point. The traction is top-tier, the Zoom units feel fantastic, and the support is outstanding."
42,105,9.0,Jackson Bayer [weartesters.com],2023-04-16,"The Nike LeBron NXXT Gen is an awesome basketball shoe. It's quick, responsive, and stable, and the fit is dead on."
43,105,8.8,The Sole Drop,2023-04-13,"The Nike LeBron NXXT Gen feels light, responsive, and quick. The traction performance is fantastic, and the cushioning does everything well."
33,105,8.4,Soled Out Reviews,2023-03-12,I like the Nike LeBron NXXT Gen better than the LeBron 20. I recommend the shoe for all players. It performed better than expected because of the comfortable materials and tacky traction.
44,105,8.4,TommyLiu,2023-04-13,"The Nike LeBron NXXT Gen is an A-tier shoe. The cushioning isn't as bouncy but stable, and the traction provides good stopping power."
37,105,8.2,Foot Doctor Zach,2023-02-08,"The Nike LeBron NXXT Gen is a solid option for forwards who don't need maximalist cushioning setups. The cushioning is comfortable, and the materials play well."
39,106,9.0,Evan Miranda [weartesters.com],2023-03-12,"I love the hybrid feel of the Adidas Harden Vol 7. They are heavy but feel light during play, the heel collar offers flexible movement while the shoe remains supportive, and the cushioning is firm but still bouncy."
7,106,9.0,Nelson Chan @Hoop and Life,2023-03-21,Almost every aspect of the Adidas Harden Vol. 7 performs well. Nimble bigs and versatile guards will enjoy the traction and cushioning setup.
46,106,9.0,Jeremy Jones,2023-08-18,"I can comfortably say the Adidas Harden Vol. 7 is one of the best hoop shoes this year. The traction, cushion, and support have you covered."
37,106,8.9,Foot Doctor Zach,2023-03-21,The Adidas Harden Volume 7 provides lots of performance for players with powerful and heavy movements. The containment in the upper enables players with excellent footwork.
29,106,8.6,MARKCHES,2023-04-13,"The Adidas Harden Vol. 7 is an upgrade from the Harden Vol. 6. It's one of the best-fitting shoes, the cushioning feels better, and the traction is dependable."
44,106,8.6,TommyLiu,2023-04-13,"The Adidas Harden Vol. 7 is a stylish performance shoe. The traction and cushioning are top-tier, but the materials are heavy and not breathable despite being comfortable."
36,106,8.5,Snkr Tech Talk,2023-04-29,"The Adidas Harden Vol. 7 is one of Adidas' best basketball shoes. The cushioning and support are superb, and the traction pattern is aggressive and reliable."
33,106,8.4,Soled Out Reviews,2023-02-16,"The Adidas Harden Volume 7 feels great on your feet. It's a versatile shoe I can recommend to every type of player. The cushioning accommodates many different play styles, and the traction performs."
43,106,8.4,The Sole Drop,2023-02-16,"The Adidas Harden Volume 7 is one of my favourite performance shoes. I feel quick playing in these shoes. They're supportive, the traction works, and the cushioning is versatile."
32,107,8.4,ShadeSnSoleS [Youtube],2023-01-10,"You cannot get more performance for a $99 basketball shoe. The Li-Ning Ice Blood V2 is a fantastic performance model. The traction plays well on clean courts, you can take the shoe outdoors, and the cushioning feels outstanding."
43,107,8.4,The Sole Drop,2023-01-10,"I enjoyed playing in the Li-Ning Ice Blood V2. It has stop-on-a-dime type traction. The containment is locked down, and the shoe is responsive."
29,107,8.0,MARKCHES,2023-01-10,"The Li-Ning Ice Blood V2 is a solid budget sneaker for performance. The support is solid, the materials are soft, and the cushioning feels comfortable."
37,107,7.6,Foot Doctor Zach,2023-03-21,"The Li-Ning Ice Blood V2 is best suited for guards who don't rely on explosive movements. The cushioning is comfortable, the fit is accommodating, and the traction is durable."
43,108,9.0,The Sole Drop,2023-02-08,"The Jordan 37 Low is a responsive performance shoe with grippy traction and a bouncy cushion. The bounciness can be excessive, but the overall performance is solid."
33,108,8.4,Soled Out Reviews,2023-01-22,"The Jordan 37 is a bouncy and explosive shoe. The Zoom units in the cushioning feel great, and the traction performs well on clean courts."
44,108,8.4,TommyLiu,2023-04-13,"The Jordan 37 Low is a better performer than the regular Jordan 37. The upgraded materials provide improved support and comfort, while the traction and cushioning are still impressive."
41,108,8.2,Allen Sison [weartesters.com],2023-06-25,"The Jordan 37 Low addresses a lot of problems the regular 37 had. The support and fit feel much improved, while the traction and cushioning remain the same."
37,108,8.0,Foot Doctor Zach,2023-01-22,"The Jordan 37 is an excellent option for players who play on their forefoot often. The traction holds up, and the forefoot cushioning is explosive."
45,108,8.0,KicksContestWorld,2023-06-16,"The Air Jordan 37 Low feels like a downgrade. I'm a bit disappointed. Lateral containment is an issue, but cushioning is still impressive."
37,109,8.6,Foot Doctor Zach,2023-07-11,The Li-Ning JB1 is a fast and stable shoe. The shoe is also incredibly bouncy. I love the construction as well. There's not much to complain about.
29,109,8.4,MARKCHES,2023-07-11,"The Li-Ning JB1 is an expensive shoe but a solid performer. The cushioning is springy, and I experienced no issues with the traction."
43,109,8.2,The Sole Drop,2023-07-11,"I felt responsive and quick playing in the Li-Ning JB1. The upper is minimal, the cushion is comfortable, and the traction is decent."
44,109,8.2,TommyLiu,2023-07-11,"The Li-Ning JB1 is a solid shoe but is overpriced at retail. The cushioning is a top feature, but shifty players might want to double-check with the lateral containment."
45,109,7.8,KicksContestWorld,2023-07-11,"The Li-Ning Jimmy Butler 1 is only a decent performer on clean hardwood courts. The materials are the main disappointment, but the cushioning feels good."
37,110,8.4,Foot Doctor Zach,2022-12-22,"The Jordan One Take 4 has some of the best gripping shoes for indoor courts, but the cushioning doesn't offer much impact protection. It's a solid pick for a budget model."
39,110,7.7,Evan Miranda [weartesters.com],2023-04-16,"The Jordan One Take 4 is a good but not a great performer. There are better options at this price point, but it's a solid shoe with reactive cushioning and traction for outdoor play."
42,111,9.0,Jackson Bayer [weartesters.com],2023-04-16,"The New Balance TWO WXY V3 is one of my favourite basketball shoes of 2022. The neutral cushioning is the only downside. The fit, traction, materials, and support are phenomenal."
2,111,9.0,Stanley T. [weartesters.com],2023-05-02,"The New Balance TWO WXY V3 has everything needed to be a top basketball shoe. I have minor gripes with cushioning and support, but the shoe is still elite."
11,111,9.0,Duke4005 [weartesters.com],2023-05-02,"The New Balance TWO WXY V3 is easy to wear, look at, and play in. It has all the necessary features of a great basketball shoe. It does it all and at every level."
44,111,8.6,TommyLiu,2023-04-23,"The New Balance TWO WXY V3 feels like an S-tier performance shoe. The traction and cushioning feel great, and there are no glaring weaknesses."
36,111,8.6,Snkr Tech Talk,2023-05-01,"The New Balance TWO WXY V3 is a shoe I plan to keep in my bag for the long term. It's a reliable setup because of the tacky traction, 1-to-1 fit, and impressive support."
37,111,8.6,Foot Doctor Zach,2023-07-19,The New Balance TWO WXY V3 is a lightweight and minimal shoe. The lockdown and containment are outstanding. It has minimalist but comfortable cushioning and effective traction too.
6,111,8.2,The Sole Brothers,2022-11-28,"The New Balance TWO WXY V3 is a light, responsive shoe with great traction and low-to-the-ground cushioning. Overall, I enjoyed playing in this shoe."
32,112,9.0,ShadeSnSoleS [Youtube],2023-02-08,"The Li-Ning Way of Wade All City 10 V2 is a fantastic shoe, especially for the price. The cushioning feels perfect, and the traction works. It's versatile - I recommend this for all positions."
29,112,8.8,MARKCHES,2022-12-12,"The Li-Ning Way of Wade All City 10 V2 is a bang for your buck sneaker. It's versatile and dependable for all conditions. The cushioning is comfortable, the traction is reliable, and the support is on point."
6,112,8.6,The Sole Brothers,2022-12-12,"The Li-Ning Way of Wade All City 10 V2 is a solid performer. I had a good time playing on clean courts because of the cushioning and support. Dust can be an issue for the traction, though."
33,112,8.6,Soled Out Reviews,2022-12-21,"I enjoyed playing in the Li-Ning Way of Wade All City 10 V2. The shoe offers a bit of everything, from traction and cushioning to support and materials. There are no downsides."
37,112,8.4,Foot Doctor Zach,2022-12-12,"The Li-Ning Way of Wade All City 10 V2 is my favourite performance shoe of the year. The support and stability are the best features of the shoe. The traction is dependable, and the cushioning is outstanding too."
39,113,8.5,Evan Miranda [weartesters.com],2023-05-06,"The Adidas Dame Certified is a decent basketball shoe. The traction and material setup are highlights, while the Bounce cushioning is adequate."
6,113,8.3,The Sole Brothers,2022-12-22,"The Adidas Dame Certified has no features I hated. The traction is so damn good, the cushioning is responsive, and you're low to the ground the whole time."
37,113,8.0,Foot Doctor Zach,2023-01-26,The Adidas Dame Certified allows players to change directions well. It's a solid all-around shoe because of the traction but beware of the Bounce cushioning bottoming out.
42,113,7.8,Jackson Bayer [weartesters.com],2023-04-16,I enjoyed the Adidas Dame Certified because of the traction and materials. My only concerns are heel lockdown because of the fit and the lack of bounciness in the cushioning.
43,114,8.2,The Sole Drop,2023-08-01,"You feel quick when playing in the 361 DVD 1. The traction and cushioning are impressive, and the support and lockdown get the job done."
29,114,8.2,MARKCHES,2023-08-01,"Spencer Dinwiddie's 361 DVD 1 is a must-try sneaker for the price. The traction is outstanding, and there's a lot of life in the cushioning."
37,114,8.0,Foot Doctor Zach,2023-08-01,"The 361 DVD 1 is best for players who change directions and speed often. The traction caters to shifty styles, while the cushioning is light and bouncy."
44,114,8.0,TommyLiu,2023-08-01,"The 361 DVD 1 is a solid shoe at its current price point. If the upper weren't stiff, it'd be an impressive performer. The traction and cushion are stand-out features."
29,115,8.4,MARKCHES,2023-08-01,"The 361 AG 3 is one of the best supportive basketball shoes. The traction is fantastic, and the support and lockdown are impressive."
37,115,8.2,Foot Doctor Zach,2023-08-01,The 361 AG 3 is perfect for players with Aaron Gordon's play style. The shoe is stable and anchored with fantastic traction. It's best suited to keep you centered and moving in a straight line.
7,116,9.5,Nelson Chan @Hoop and Life,2022-11-11,"If you're a fan of the Curry 8 and 9, you'll enjoy the Curry 10. The traction is phenomenal, the cushioning is solid, and the support and lockdown have no issues."
42,116,9.2,Jackson Bayer [weartesters.com],2023-04-16,"The Curry 10 is one of my favourite shoes of the year. The shoe feels like an extension of your foot. The traction is phenomenal, the fit is on point, and the shoe is supportive."
6,116,9.0,The Sole Brothers,2022-11-11,"The Curry 10 has tremendous traction, responsive cushioning, and comfortable materials. I prefer the Curry 10 compared to the 8 and 9."
37,116,8.8,Foot Doctor Zach,2022-11-02,"The Curry 10 has enough upgrades to offer an improved performance experience compared to the Curry 9. The cushioning has more spring, and the traction continues to be amazing."
33,116,8.8,Soled Out Reviews,2022-11-07,"The Curry 10 feels similar to the Curry 8 and the 9, but there is a slight upgrade. The materials feel better while the traction remains the best available traction."
40,116,8.8,RunStretchTech,2022-11-20,"The Curry 10 is one of the best basketball shoes available. The traction and cushioning are good for shifty players, and the support is not an issue."
36,116,8.8,Snkr Tech Talk,2023-02-08,"The Curry 10 is one of the best performance basketball shoes. The traction and support are top-notch, and the materials feel good, too."
