review_id,shoe_id,critic_id,rating,date,type,description
1120,23,10,8.8,2024-11-11,expert_overall,"The Anta Shock Wave 6 feels lightweight, minimal, and responsive. I felt quick when playing in this shoe."
1121,23,3,8.4,2024-11-11,expert_overall,The Anta Shock Wave 6 is nothing special but has no downsides. All of the features work well. This feels like Anta's take on a Nike Kyrie Low.
1122,23,2,8.2,2024-11-11,expert_overall,The Anta Shock Wave 6 is a low-to-the-ground and responsive performer. The shoe is lightweight and responsive but lacks impact protection.
1123,23,1,9.0,2024-11-11,traction,The grip is incredibly responsive and quick. The stopping power is also fantastic but beware of the dust pickup.
1124,23,10,10.0,2024-11-11,traction,The traction performance is phenomenal. You're going to stop on a dime in this shoe.
1125,23,3,9.0,2024-11-11,traction,The traction performance is excellent and is consistent on clean and dusty courts.
1126,23,2,8.0,2024-11-11,traction,The traction grips on clean courts with no problems. I slipped a bit in dusty and moist environments.
1127,23,1,9.5,2024-11-11,cushion,The nitrogen-infused foam is caged and contained. It feels snappier and provides bounce and pop.
1128,23,10,8.0,2024-11-11,cushion,The responsive cushioning setup feels nice for guards and players with quicker play styles. I like the court feel too.
1129,23,3,8.0,2024-11-11,cushion,The cushioning is decent at best. It's a bit stiffer than the KAI 1 because of the TPU caging. The court feel is excellent though.
1130,23,2,8.0,2024-11-11,cushion,"The shoe has less foam, so there's less impact protection. This minimal setup feels more springy and stable."
1131,23,1,9.0,2024-11-11,materials,These are the most breathable shoes on the market without compromising containment. I love it.
1132,23,10,9.0,2024-11-11,materials,The upper materials are thin and soft. I like how it feels on my feet.
1133,23,3,8.0,2024-11-11,materials,The upper is breathable but it's not soft or plush.
1134,23,2,8.0,2024-11-11,materials,The materials are noticeably light on my feet. There's no break-in time and it feels breathable.
1135,23,1,10.0,2024-11-11,support,The containment is insane. The upper materials and the plastic side pieces provide extraordinary lateral support for the weight.
1136,23,10,8.0,2024-11-11,support,"I had zero issues with lateral containment, and I liked the lateral stability too."
1137,23,3,8.0,2024-11-11,support,I felt safe and secure in this shoe.
1138,23,2,9.0,2024-11-11,support,The exaggerated plastic side piece provides extra lockdown and containment. I didn't have any heel issues.
1139,23,1,7.5,2024-11-11,fit,"The plastic on the outside of the shoe causes issues for wide, bulkier feet. I experienced some pain and pressure."
1140,23,10,9.0,2024-11-11,fit,The fit is almost perfect. I like the snug feeling the toe box provides.
1141,23,3,9.0,2024-11-11,fit,The fit is snug but works perfectly fine.
1142,23,2,8.0,2024-11-11,fit,"I had no problems with the fit, but the side piece can cause issues for wide-footers."
1143,23,1,50.0,2024-11-11,outdoor,The rubber feels softer. You can use this pair outside but it won't be the most durable.
1144,23,10,100.0,2024-11-11,outdoor,The rubber is durable and thick enough for outdoor play.
1145,23,3,100.0,2024-11-11,outdoor,The outsole feels durable enough for outdoor play.
1146,23,2,100.0,2024-11-11,outdoor,You can use this pair outdoors.
1147,23,10,3,2024-11-11,width,The width sits somewhere between slightly narrow to normal. Consider going up half a size if you have a wide foot.
1148,23,2,2,2024-11-11,width,Beware of the plastic side wall. I recommend trying it on first if you have wide feet.
1149,23,10,3,2024-11-11,size,I went true to size.
1150,23,3,3,2024-11-11,size,I went true to size.
1151,23,2,3,2024-11-11,size,I went true to size.
1152,24,6,8.6,2024-09-21,expert_overall,"The New Balance Hesi Low V2 is an impressive shoe for the price. The traction, materials, and cushioning are all solid. This shoe is a definite improvement from the V1."
1153,24,3,8.6,2024-09-21,expert_overall,"The New Balance Hesi Low V2 is one of the best affordable performers of the year. It hits a solid price point, has excellent traction, and has impressive cushioning."
1154,24,10,8.4,2024-09-21,expert_overall,The New Balance Hesi Low V2 is a minimal shoe with soft and comfortable cushioning. I enjoyed playing in this shoe thanks to the traction.
1155,24,9,8.4,2025-05-17,expert_overall,"The New Balance Hesi Low V2 is underrated. The traction performance is fantastic, and I like how light and fast the setup feels."
1156,24,1,8.0,2024-09-21,expert_overall,"The New Balance Hesi Low V2 offers plenty of performance for your money. It's low to the ground, and the grip is solid. I like how streamlined the setup feels."
1157,24,22,9.2,2025-02-23,user_overall,
1158,24,6,9.0,2024-09-21,traction,"The traction performs very well. The grip is impressive, and the performance holds up on dust, too."
1159,24,3,10.0,2024-09-21,traction,The traction performance is amazing. It's one of the best of the year so far.
1160,24,10,10.0,2024-09-21,traction,The traction performance is phenomenal. It's top-tier.
1161,24,9,9.0,2025-05-17,traction,The traction performance feels consistent. It's one of the best I've tested in a while.
1162,24,1,9.0,2024-09-21,traction,The grip is fairly tacky and I felt confident in this pair on clean courts.
1163,24,6,9.0,2024-09-21,cushion,The full-length FuelCell is also nice. It's comfortable and has lots of impact protection.
1164,24,3,9.0,2024-09-21,cushion,I'm pleasantly surprised with the cushioning. The FuelCell is softer and bouncier than last year.
1165,24,10,9.0,2024-09-21,cushion,"The FuelCell is extremely soft, and I like the court feel. There's also plenty of impact protection under the heel. I like the balance for the price."
1166,24,9,8.0,2025-05-17,cushion,I like how the full-length FuelCell foam feels. The impact protection is surprisingly good. It's not the bounciest but is soft.
1167,24,1,8.0,2024-09-21,cushion,The midsole is lightweight with a strong midfoot shank. It's an airy and nimble FuelCell setup.
1168,24,6,8.0,2024-09-21,materials,The textile upper does a good job performance-wise. It's adequately padded and comfortable.
1169,24,3,8.0,2024-09-21,materials,The material is a simple mesh. It gets the job done and conforms to your movements well.
1170,24,10,8.0,2024-09-21,materials,The upper materials are comfortable. It conforms to your foot nicely.
1171,24,9,8.0,2025-05-17,materials,"The materials are soft and comfortable, but the containment could be better."
1172,24,1,7.0,2024-09-21,materials,"I do not like the setup with the runner's knot eyelets. The upper is comfortable, but moisture retention can be an issue."
1173,24,6,9.0,2024-09-21,support,"The support feels pretty damn good. Your heel is locked in, and the containment is solid."
1174,24,3,8.0,2024-09-21,support,I like the heel counter and midfoot shank plate.
1175,24,10,7.0,2024-09-21,support,Torsional support feels good. I had a minor issue with the lateral containment because of the soft upper.
1176,24,9,9.0,2025-05-17,support,"The shoe handles support very well. I had no issues with heel slip, and the torsional support is good to go."
1177,24,1,8.0,2024-09-21,support,There's no heel slippage. The rear foot is incredibly stable and locked down. I didn't notice any instability.
1178,24,6,8.0,2024-09-21,fit,"The material breaks in well, and the fit feels comfortable."
1179,24,3,8.0,2024-09-21,fit,There's nothing special about the fit. It feels good.
1180,24,10,8.0,2024-09-21,fit,The fit felt snug.
1181,24,9,8.0,2025-05-17,fit,"The upper is slightly soft for my liking, but the lacing system helps out."
1182,24,1,8.0,2024-09-21,fit,"The fit is glovelike. There is a heavy inward tilt, and the length is slightly short."
1183,24,3,0.0,2024-09-21,outdoor,The rubber feels better for indoor play.
1184,24,10,50.0,2024-09-21,outdoor,The grooves are deep enough for outdoor play.
1185,24,9,50.0,2025-05-17,outdoor,Try to get the solid rubber outsole for outdoor play.
1186,24,1,50.0,2024-09-21,outdoor,"This outsole is not bad on outdoor courts, but I would keep these indoors."
1187,24,3,3,2024-09-21,width,The width is spacious enough.
1188,24,9,2,2025-05-17,width,The forefoot feels snug.
1189,24,1,3,2024-09-21,width,2E feet can go true to size for a performance fit or up half a size for a roomier fit.
1190,24,3,3,2024-09-21,size,I suggest going true to size.
1191,24,10,3,2024-09-21,size,Go true to size for a snug fit.
1192,24,9,3,2025-05-17,size,I went true to size.
1193,24,1,3,2024-09-21,size,Narrow and medium feet can go true to size.
1194,25,3,8.6,2024-09-21,expert_overall,"The Adidas Dame 9 might be the best Adidas shoe this year. This is an excellent performer. The traction is top-tier, and the cushioning is very comfortable."
1195,25,6,8.6,2024-10-03,expert_overall,"The Adidas Dame 9 is a solid performer. It performs very well on clean courts, and the cushioning feels impressive. My only issue was with the dust performance."
1196,25,7,8.6,2024-11-06,expert_overall,"The Adidas Dame 9 offers excellent value for money. Its traction, cushioning, fit, and materials make it a superb basketball shoe."
1197,25,9,8.6,2025-05-11,expert_overall,The Adidas Dame 9 is one hell of a performer. I love the cushioning and the support features.
1198,25,1,8.5,2024-09-21,expert_overall,The Adidas Dame 9 feels buttery and quick. It allows extra freedom while maintaining the containment.
1199,25,5,8.4,2024-09-23,expert_overall,Adidas came through with the Dame 9. I enjoyed the traction and fit; the cushioning also feels plush and comfortable.
1200,25,2,8.4,2024-10-16,expert_overall,The Adidas Dame 9 is a solid performer because of its traction and support. My only complaint is the flat heel-to-toe transition.
1201,25,19,8.4,2025-07-12,expert_overall,The Adidas Dame 9 feels premium without needing premium materials. I'm a big fan of the price.
1202,25,45,8.0,2024-09-21,expert_overall,"I love the traction, cushioning, and support of the Adidas Dame 9, but the breathability does take a few points off."
1203,25,10,8.0,2024-09-29,expert_overall,I felt quick and comfortable playing in the Adidas Dame 9. This shoe has the best cushioning and support for an Adidas basketball shoe.
1204,25,50,8.4,2024-11-04,user_overall,"Bought true to size and was disappointed to see that adidas pulled an adidas and the shoe was too big for me. Nevertheless, they're solid shoes and I still play in them."
1205,25,13,8.4,2024-12-13,user_overall,
1206,25,51,8.6,2025-03-08,user_overall,
1207,25,52,8.0,2025-06-26,user_overall,
1208,25,26,9.0,2025-07-29,user_overall,
1209,25,3,10.0,2024-09-21,traction,"The traction performance is surprisingly good, even on dusty courts."
1210,25,6,8.0,2024-10-03,traction,You're not going to have any issues on clean courts. I experienced some minor sliding on dust. The gum rubber performed better than the translucent rubber pair.
1211,25,7,8.5,2024-11-06,traction,"The performance grips well on clean courts, but the grooves are tightly knit and dust can affect the rubber."
1212,25,9,9.0,2025-05-11,traction,"The outsole pattern offers multi-directional coverage, but there is a bit of dust pickup. The performance is excellent."
1213,25,1,7.0,2024-09-21,traction,The outsole is my least favourite feature because of the pattern. It picked up dust and the grip could be better.
1214,25,5,9.0,2024-09-23,traction,"The traction is solid, even on dusty courts."
1215,25,2,9.0,2024-10-16,traction,I love the traction on the Dame 9. The gum rubber outsole grip impressed me.
1216,25,19,7.0,2025-07-12,traction,"The traction performance depends on the court. It plays well on most courts at the very least, but was average for me."
1217,25,45,9.0,2024-09-21,traction,The traction performance bites the floor without an issue.
1218,25,10,8.0,2024-09-29,traction,Traction performance is solid on clean courts but it picks up dust quickly. Wiping does help maintain the performance.
1219,25,3,9.0,2024-09-21,cushion,The cushioning is more than decent. I didn't expect this level of softness and responsiveness from Lightstrike.
1220,25,6,9.0,2024-10-03,cushion,The Lightstrike midsole feels comfortable and responsive. I like the compression around the heel area.
1221,25,7,8.5,2024-11-06,cushion,"The Lightstrike compound is bouncy and responsive. I normally don't enjoy foam-based cushioning, but I liked this setup a lot."
1222,25,9,9.0,2025-05-11,cushion,The cushioning setup is my favourite part of the shoe. It provides a good amount of compression and is responsive.
1223,25,1,8.5,2024-09-21,cushion,The Lightstrike is soft and pillowy. It feels springy and plush.
1224,25,5,8.0,2024-09-23,cushion,The Lightstrike is plush and comfortable. It feels like a lighter version of Boost.
1225,25,2,8.0,2024-10-16,cushion,The Lightstrike midsole feels soft. There's enough cushioning and I was surprised with the plush feeling.
1226,25,19,10.0,2025-07-12,cushion,The cushioning is plush and stable. The performance is excellent.
1227,25,45,8.0,2024-09-21,cushion,The Lightstrike foam is cozy and provides plenty of impact protection.
1228,25,10,9.0,2024-09-29,cushion,"I like the full-length Lightstrike, especially after a break-in period. The step-in comfort and impact protection are impressive."
1229,25,3,8.0,2024-09-21,materials,I like the materials. It's balanced between firmness and flexibility.
1230,25,6,9.0,2024-10-03,materials,"The materials on my Bape pair feel premium. It's comfortable and gets the job done. I wish it were more well-ventilated, though."
1231,25,7,8.0,2024-11-06,materials,I enjoy the materials. The setup is not premium but feels nice in my hand and on my feet. It's soft and comfortable.
1232,25,9,8.0,2025-05-11,materials,"The materials are synthetic and take some time to break in. I like the look and feel, and my feet felt comfortable."
1233,25,1,9.0,2024-09-21,materials,The tongue setup and upper construction are unique. There's a lot of freedom of movement and lockdown. It also holds onto a lot of heat.
1234,25,5,8.0,2024-09-23,materials,"The materials are the least attractive aspect of the shoe. It feels better after a break-in period, and the containment is solid."
1235,25,2,8.0,2024-10-16,materials,"The synthetic upper breaks in quickly, and it feels good to go. I like the support the materials offer."
1236,25,19,8.0,2025-07-12,materials,The upper has multiple layers. It feels synthetic but smooth. I like the effort Adidas put in.
1237,25,45,7.0,2024-09-21,materials,"The upper is synthetic and offers structure. Breathability is an issue, though."
1238,25,10,7.0,2024-09-29,materials,"I'm not a fan of the upper. It breaks in nicely, but it feels too stiff and bulky. I like the inner booty, though."
1239,25,3,8.0,2024-09-21,support,The upper feels supportive and secure.
1240,25,6,9.0,2024-10-03,support,"I had zero issues with the support in the Dame 9. The upper adds to the support and structure, and the shank plate contains you torsionally."
1241,25,7,9.0,2024-11-06,support,"Torsional rigidity is solid, and the shoe is very supportive overall."
1242,25,9,9.0,2025-05-11,support,The support features are also a highlight. You feel stable along the footbed and locked in with the lacing system.
1243,25,1,9.0,2024-09-21,support,There is close to no heel slippage. The shank helps with stability in the mid and rear foot area.
1244,25,5,8.0,2024-09-23,support,I like the base width for stability. The torsional support is also decent.
1245,25,2,9.0,2024-10-16,support,"Lateral support is impressive, and the base feels stable. I like how balanced the shoe feels."
1246,25,19,9.0,2025-07-12,support,"I like the stability plate, and the heel lockdown is one of the best for an Adidas shoe this year."
1247,25,45,8.0,2024-09-21,support,"I like the lockdown of the upper and I also felt secure on the footbed. I'm happy with the torsional support, too."
1248,25,10,9.0,2024-09-29,support,There's a lot of support and the upper feels sturdy. It's one of the most supportive shoes available.
1249,25,3,8.0,2024-09-21,fit,I experienced some heel slippage with my true size. Going down half a size made the fit feel much better.
1250,25,6,8.0,2024-10-03,fit,"The fit feels comfortable, especially around the midfoot."
1251,25,7,9.0,2024-11-06,fit,The fit breaks in nicely and is not restricting at all. I felt comfortable right out of the box.
1252,25,9,8.0,2025-05-11,fit,I like how the shoe fits.
1253,25,1,9.0,2024-09-21,fit,"The fit feels stable. It's slightly long, but the shoe accommodates most foot shapes."
1254,25,5,9.0,2024-09-23,fit,I enjoyed the fit and felt locked down. I like it a lot.
1255,25,2,8.0,2024-10-16,fit,I like how the forefoot accommodates width.
1256,25,19,8.0,2025-07-12,fit,I like how the shoe fits.
1257,25,45,8.0,2024-09-21,fit,The fit is solid.
1258,25,10,7.0,2024-09-29,fit,"The fit is weird. It runs long, and there's extra space in the toe box."
1259,25,3,0.0,2024-09-21,outdoor,The rubber does not seem durable enough for outdoor play.
1260,25,7,0.0,2024-11-06,outdoor,I would keep the Dame 9s indoors.
1261,25,9,0.0,2025-05-11,outdoor,I would stay away from this pair outdoors.
1262,25,1,0.0,2024-09-21,outdoor,The outsole tread is too thin and narrow to take outdoors.
1263,25,5,0.0,2024-09-23,outdoor,I would recommend staying inside.
1264,25,2,50.0,2024-10-16,outdoor,I have the gum rubber version and think you can use it outdoors.
1265,25,10,0.0,2024-09-29,outdoor,The rubber is too soft for outdoor use.
1266,25,6,3,2024-10-03,width,Go true to size if you have wide feet.
1267,25,7,3,2024-11-06,width,The shoe is wide-foot friendly.
1268,25,1,3,2024-09-21,width,2E can go true to size.
1269,25,5,3,2024-09-23,width,The shoe accommodates width well.
1270,25,2,3,2024-10-16,width,The Dame 9 is wide feet friendly.
1271,25,6,4,2024-10-03,size,The shoe runs half a size big.
1272,25,7,3,2024-11-06,size,I would stay true to size.
1273,25,9,3,2025-05-11,size,I would say go true to size.
1274,25,1,3,2024-09-21,size,Narrow feet can go down half a size. Medium feet can go true to size.
1275,25,5,4,2024-09-23,size,I wish I went down half a size.
1276,25,2,4,2024-10-16,size,I went half a size down.
1277,25,45,3,2024-09-21,size,These shoes are true to size.
1278,25,10,4,2024-09-29,size,"I went true to size and the shoe felt roomy, especially in the toe box. I recommend going down half a size."
1279,26,23,8.5,2024-10-16,expert_overall,"The Nike Giannis Immortality 4 is a solid performing shoe, especially for the price. The traction performance is great, and the outsole will last outdoors."
1280,26,9,8.4,2024-10-21,expert_overall,The Giannis Immortality 4 provides much better value for money than the main signature. The traction performance is reliable and the cushioning feels better this year.
1281,26,3,8.2,2024-09-21,expert_overall,"The Nike Giannis Immortality 4 is an excellent shoe for the price. The materials are cheap but stronger, which was much needed."
1282,26,6,8.0,2024-09-21,expert_overall,I like the price reduction for the Nike Giannis Immortality 4. The materials update makes this shoe more comfortable performance-wise.
1283,26,1,7.8,2024-09-21,expert_overall,"The Giannis Immortality 4 is a better shoe than the Zoom Freak 6, for the money, because of the containment and shank usage. I like the bottom-light midfoot setup, too."
1284,26,10,7.8,2024-09-21,expert_overall,There are better shoes out than the Nike Giannis Immortality 4. The pros are the price and the supportive materials if you can deal with a break-in period.
1285,26,15,8.2,2025-07-06,user_overall,"Very good for a budget shoe,Giannis immortalys are my favorite budget series"
1286,26,53,10.0,2024-11-05,user_overall,es muy Bien a mi tambien un Poco loco es buenos tardes
1287,26,54,8.6,2024-12-10,user_overall,
1288,26,55,8.6,2025-01-04,user_overall,
1289,26,56,8.7,2025-04-11,user_overall,
1290,26,23,9.0,2024-10-16,traction,"The traction performance is great, similar to the 3."
1291,26,9,9.0,2024-10-21,traction,"The traction pattern is extremely reliable, and the performance is solid."
1292,26,3,8.0,2024-09-21,traction,Traction performance feels safe. I haven't slipped in this shoe.
1293,26,6,9.0,2024-09-21,traction,"The traction is the same as on the Immortality 3, and the performance is great. You won't have issues playing on dust either."
1294,26,1,9.0,2024-09-21,traction,"The stopping power is decent, and the traction feels speedy. The grip also feels impressive."
1295,26,10,8.0,2024-09-21,traction,"The traction performance is solid. The bite gets better and better with each session. Dust isn't a huge problem, too."
1296,26,23,8.0,2024-10-16,cushion,Renew foam feels plush and compresses nicely. The performance is stable and reactive.
1297,26,9,9.0,2024-10-21,cushion,"The cushioning is insanely comfortable right out of the box, especially considering the price. The insole is nothing special, though."
1298,26,3,8.0,2024-09-21,cushion,The cushioning is typical Nike budget foam. There's a subtle bounce. It's not a brick.
1299,26,6,7.0,2024-09-21,cushion,The Renew foam isn't the best. It feels firm with less impact protection.
1300,26,1,7.0,2024-09-21,cushion,There's Renew foam and a top-loaded shank in the midsole. The setup feels springy and light.
1301,26,10,8.0,2024-09-21,cushion,"The Renew foam feels soft and has a bit of compression for impact protection. I like the court feel, too."
1302,26,23,8.0,2024-10-16,materials,"The updated materials are an upgrade in my opinion. The textile upper provides additional containment, especially around the heel moulding."
1303,26,9,8.0,2024-10-21,materials,I like the shoe's synthetic materials because of the comfort and break-in period.
1304,26,3,8.0,2024-09-21,materials,I like the upper materials on this shoe. It's not too soft or flimsy.
1305,26,6,8.0,2024-09-21,materials,The revamped upper materials are slightly better than the last model. I felt more comfortable.
1306,26,1,8.0,2024-09-21,materials,The padded rearfoot is supportive and comfortable. The woven layer serves as a tight and strong backing for the upper. It feels like it's made for battle.
1307,26,10,9.0,2024-09-21,materials,"The upper materials are a huge upgrade, especially the thicker, more supportive upper. Material quality isn't the best and it requires a break-in period."
1308,26,23,9.0,2024-10-16,support,Support and containment also feel great in the Immortality 4. It's even better considering the price. It gets all the basics right.
1309,26,9,8.0,2024-10-21,support,"The torsional support is much better this year, and the heel counter is solid."
1310,26,3,9.0,2024-09-21,support,Lateral containment gets better with every iteration in this lineup. The materials and outrigger feel top-notch for support.
1311,26,6,8.0,2024-09-21,support,I like the heel sculpting and there were no issues with containment and support.
1312,26,1,8.0,2024-09-21,support,There's little to no heel slippage.
1313,26,10,8.0,2024-09-21,support,Support and lockdown are impressive because of the upper materials. Lateral containment is also solid.
1314,26,23,8.5,2024-10-16,fit,The shoe has a snug 1-to-1 fit. There's zero break-in time.
1315,26,9,8.0,2024-10-21,fit,The fit gets better with time. I prefer this fit to previous years. It's an improvement.
1316,26,3,8.0,2024-09-21,fit,The fit is more accommodating this year.
1317,26,6,8.0,2024-09-21,fit,The fit becomes a lot better after playing in the shoe.
1318,26,1,7.0,2024-09-21,fit,There's so much backing behind the upper that the fit break-in takes time.
1319,26,10,6.0,2024-09-21,fit,"I don't like the fit. It feels tight and doesn't loosen up, especially length-wise."
1320,26,9,100.0,2024-10-21,outdoor,The outsole will last decently well outdoors.
1321,26,3,50.0,2024-09-21,outdoor,The rubber will hold up outdoors.
1322,26,1,50.0,2024-09-21,outdoor,The durometer is high enough for outdoor courts if you don't drag your feet often.
1323,26,10,0.0,2024-09-21,outdoor,I don't think this is the best for outdoor use.
1324,26,3,3,2024-09-21,width,Wide-footers can fit in this shoe.
1325,26,6,2,2024-09-21,width,It feels slightly narrow in the forefoot before a break-in period.
1326,26,1,2,2024-09-21,width,2E feet can go up half a size.
1327,26,10,2,2024-09-21,width,The toe box feels snug and narrow.
1328,26,9,3,2024-10-21,size,Go with your true size.
1329,26,3,3,2024-09-21,size,I can go true to size.
1330,26,6,3,2024-09-21,size,I think the shoe runs true to size.
1331,26,1,3,2024-09-21,size,Narrow and medium feet can go true to size.
1332,26,10,2,2024-09-21,size,"I went true to size, which felt short. I recommend going up half a size."
1333,27,1,9.0,2024-09-21,expert_overall,"The New Balance TWO WXY V5 is an upgrade on the V4, but only a minor upgrade. The traction and cushioning are fantastic."
1334,27,3,8.8,2024-09-21,expert_overall,"The New Balance TWO WXY V5 is responsive, bouncy, and comfortable. This shoe continues the great performance of its predecessor."
1335,27,7,8.7,2025-05-27,expert_overall,"The New Balance TWO WXY V5 is a superb performer. It's the total package, offering everything you need in a basketball shoe."
1336,27,10,8.6,2024-10-16,expert_overall,This shoe has fantastic cushioning and solid traction. I think the TWO WXY V5 shoe will have something for everyone.
1337,27,23,8.5,2025-05-04,expert_overall,"The New Balance TWO WXY V5 is a versatile basketball shoe. The traction is elite, and I enjoyed the cushioning performance."
1338,27,6,8.4,2024-10-16,expert_overall,"The New Balance TWO WXY V5 is an impressive performance shoe. It has everything you need and nothing you don't, and for the price, you can't go wrong."
1339,27,40,7.8,2025-07-10,user_overall,There ok they are not very durable and on bad courts the traction sucks. I wore these for half the season then switched back to my Sabrina’s because  the outsoul was tearing apart they also take to long to break in and dig into your heel not a good shoe don’t get it.
1340,27,57,9.4,2024-12-02,user_overall,
1341,27,1,9.0,2024-09-21,traction,The grip is consistent and confident no matter the playing surface. I like the rubber compound and the outsole tread pattern.
1342,27,3,10.0,2024-09-21,traction,The traction performance is incredible.
1343,27,7,9.5,2025-05-27,traction,"I didn't wipe these at all, and still had nice stops. I'm surprised by how well this traction performed."
1344,27,10,9.0,2024-10-16,traction,The traction performance is phenomenal. The grip and bite are impressive.
1345,27,23,10.0,2025-05-04,traction,Traction is a standout feature. The suction cup style outsole is elite.
1346,27,6,9.0,2024-10-16,traction,The traction is great. It performs on clean and dusty courts.
1347,27,1,9.0,2024-09-21,cushion,The cushioning provides the best of both worlds with bounce and shock absorption.
1348,27,3,9.0,2024-09-21,cushion,The cushioning provides impressive performance. This setup is very bouncy.
1349,27,7,8.5,2025-05-27,cushion,The FuelCell offers a compressed feeling and bounce back.
1350,27,10,9.0,2024-10-16,cushion,The cushioning is extremely comfortable and I enjoy the bounce. The only con is the height.
1351,27,23,8.5,2025-05-04,cushion,The combination of FuelCell and Fresh Foam blends seamlessly. It feels fluid and bouncy.
1352,27,6,8.0,2024-10-16,cushion,"I like the soft impact protection under the heel, and the forefoot cushioning feels responsive. My only complaint is the setup is high off the ground."
1353,27,1,9.0,2024-09-21,materials,The padding around the heel is comfortable. There's no discomfort and the breathability is impressive.
1354,27,3,8.0,2024-09-21,materials,Ventilation is great.
1355,27,7,7.5,2025-05-27,materials,You're not getting any special materials.
1356,27,10,9.0,2024-10-16,materials,I like how the engineered mesh breaks in. It feels comfortable and soft while remaining supportive.
1357,27,23,8.0,2025-05-04,materials,The materials feel good and perform well on the court. My only gripe is the lack of premium materials.
1358,27,6,8.0,2024-10-16,materials,The upper is an engineered mesh with some fuse. I have no complaints about the performance.
1359,27,1,10.0,2024-09-21,support,The torsional resistance is fantastic. The outsole is also wide and stable. I like how supportive the shoe feels.
1360,27,3,9.0,2024-09-21,support,The lockdown feels good. It's surprisingly stable considering the stack height.
1361,27,7,9.0,2025-05-27,support,The shoe is not lacking support or lockdown. I felt locked down and contained.
1362,27,10,8.0,2024-10-16,support,"I had zero issues with lateral containment, and the upper feels supportive. The lateral stability is also solid."
1363,27,23,8.0,2025-05-04,support,"The TWO WXY V5 support is solid, and the midfoot torsional plate is very effective."
1364,27,6,8.0,2024-10-16,support,I had zero issues with the support in this shoe. There's a lot of heel sculpting to keep you secure.
1365,27,1,8.0,2024-09-21,fit,The fit feels streamlined.
1366,27,3,8.0,2024-09-21,fit,The fit feels good and comfortable. The length and width feel standard.
1367,27,7,9.0,2025-05-27,fit,I was good with the fit. There was no discomfort.
1368,27,10,8.0,2024-10-16,fit,The upper conforms to my feet well. There's some extra length and the width isn't too snug.
1369,27,23,8.0,2025-05-04,fit,"I experienced some pinching around the midfoot when breaking the shoe in. It became comfortable afterwards, though."
1370,27,6,9.0,2024-10-16,fit,I felt good about the fit. The shoe breaks in nicely and it's close to a 1-to-1 fit.
1371,27,1,50.0,2024-09-21,outdoor,The outsole can withstand some dragging outdoors.
1372,27,3,50.0,2024-09-21,outdoor,This pair is fine for outdoors.
1373,27,7,50.0,2025-05-27,outdoor,I think you can take this pair outdoors.
1374,27,10,100.0,2024-10-16,outdoor,The rubber is hard and the grooves are deep. It should be good to go for outdoors.
1375,27,3,3,2024-09-21,width,The width is standard.
1376,27,7,3,2025-05-27,width,I recommend trying the shoe on if you have a wide foot.
1377,27,6,3,2024-10-16,width,I have slightly wide feet and didn't have many issues.
1378,27,3,3,2024-09-21,size,I recommend going true to size.
1379,27,7,3,2025-05-27,size,I stuck with my standard size.
1380,27,10,2,2024-10-16,size,I went up half a size.
1381,27,6,3,2024-10-16,size,I went true to size.
1382,28,1,9.1,2024-11-11,expert_overall,"The Anta KAI 1 Speed has fantastic push-off power, and the shoe propels you in whatever direction you're moving. I like the fit, materials, and outsole tread."
1383,28,7,9.0,2024-11-11,expert_overall,"The Anta KAI 1 Speed is an awesome shoe to play in. I felt protected in all movements, the traction was superb, and the cushioning was impressive. This is a top-five shoe for 2024."
1384,28,10,9.0,2024-11-11,expert_overall,The quality and tech of the Anta KAI 1 Speed are top-notch. It feels like the KAI 1 but it's lower to the ground and more responsive.
1385,28,3,8.5,2024-11-11,expert_overall,"The Anta KAI 1 Speed is faster, lighter, and stiffer than the KAI 1. This shoe is better for players who prioritize fast play styles."
1386,28,58,9.1,2025-04-21,user_overall,
1387,28,59,9.0,2025-07-19,user_overall,
1388,28,1,9.0,2024-11-11,traction,"The outsole tread works well. It's not super tacky but I never slid out. I love the versatility, though. It will play well on multiple court surfaces."
1389,28,7,9.5,2024-11-11,traction,The traction performance is superb. It's a fantastic setup from Anta.
1390,28,10,9.0,2024-11-11,traction,Break in the traction. The performance improves the more you play. Just be cautious on excessively dusty courts.
1391,28,3,9.5,2024-11-11,traction,The traction has a strong grip on all court surfaces.
1392,28,1,9.5,2024-11-11,cushion,"The nitrogen-infused foam offers plenty of bounce, and it feels streamlined."
1393,28,7,9.0,2024-11-11,cushion,"The foam compound is lightweight, has great impact protection, and doesn't sacrifice court feel."
1394,28,10,9.0,2024-11-11,cushion,"The nitrogen-infused foam feels very soft. It feels great under the heel, and responsive in the forefoot."
1395,28,3,7.0,2024-11-11,cushion,"The cushioning is worse than the original. The midsole has some bounce, but it is not soft. It also lacks responsiveness."
1396,28,1,9.0,2024-11-11,materials,I like the way the upper is constructed with a mixture of materials. It works to provide containment and comfort. The breathability is exceptional.
1397,28,7,8.0,2024-11-11,materials,"The materials are nothing special, but the breathability is impressive."
1398,28,10,8.0,2024-11-11,materials,"The embroidered upper breaks in nicely. The regular KAI 1 is softer, but the Speed is still comfortable. I also love the tongue. It's plush and well-padded."
1399,28,3,9.0,2024-11-11,materials,"I enjoy how the materials conform to my movements. There's no pinching, soreness, or discomfort. The tongue is also a highlight of the shoe."
1400,28,1,9.0,2024-11-11,support,The heel counter design works incredibly well to keep you contained.
