shoe_id,name,brand,release_date,shoe_type,description,price,expert_rating,traction_rating,cushion_rating,materials_rating,support_rating,fit_rating,outdoor_rating,size,width
141,Nike Renew Elevate 3,Nike,2022-05-01,Low Top,Perfect for players that need a reliable outdoor shoe.,79.99,7.4,8.0,7.0,7.3,7.0,7.5,67.0,slightly long,regular
142,Nike Kyrie Low 5,Nike,2022-04-01,Low Top,A great pick for players that rely on quick footwork.,109.99,8.3,9.4,7.9,7.9,8.1,8.0,25.0,true to size,regular
143,Nike KD 15,Nike,2022-04-01,Low Top,Best for players looking for a shoe that covers all the bases.,149.99,9.0,9.7,9.5,8.6,8.6,8.7,8.0,slightly long,regular
144,Nike Lebron 19 Low,Nike,2022-03-01,Low Top,Players looking for a less bulky LeBron shoe.,159.99,8.2,7.8,8.6,8.4,8.0,8.3,50.0,slightly long,regular
145,New Balance Kawhi 2,New Balance,2022-03-01,High Top,Best for forwards and centers that need strong traction and stability.,159.99,8.3,8.3,7.8,8.6,8.5,8.0,71.0,true to size,regular
146,ANTA KT 7,ANTA,2022-03-01,High Top,The Anta KT 7 is best for players looking for a solid foundation of stability and comfortable cushioning.,169.99,8.3,8.0,9.3,8.7,8.0,7.7,50.0,true to size,regular
147,Jordan Why Not Zero.5,Jordan,2022-02-01,Mid Top,Players that enjoy the feeling of forefoot Zoom.,149.99,7.8,6.8,8.0,8.0,8.0,8.3,0.0,slightly long,slightly wide
148,Nike Air Zoom GT Jump,Nike,2022-02-01,High Top,Best for players with an explosive play style looking for good cushioning.,179.99,8.8,8.6,10.0,8.3,8.9,8.4,20.0,true to size,regular
149,Adidas Harden Vol. 6,Adidas,2022-02-01,Low Top,Great shoe for fans of the full-length Boost setup,139.99,8.4,8.9,8.9,7.5,8.8,7.9,75.0,slightly long,slightly wide
150,Nike PG 6,Nike,2022-02-01,Low Top,Best for players looking for a well-balanced performance shoe.,119.99,8.4,9.1,8.4,7.9,8.3,8.2,0.0,slightly long,regular
151,Jordan Zoom Separate,Jordan,2022-01-01,Low Top,Best for forefoot heavy players that need the cushion.,119.99,8.4,8.9,8.7,7.6,8.7,8.3,63.0,slightly long,regular
152,Puma MB.01,Puma,2022-01-01,Mid Top,Good fit for players that are looking for a solid overall shoe.,124.99,8.5,8.7,8.4,8.1,8.4,8.6,50.0,slightly long,regular
153,Nike Fly By Mid 3,Nike,2022-01-01,Low Top,Players who are budget conscious or who're looking for a pair to beat up.,64.99,7.5,8.0,8.1,7.2,7.0,7.2,100.0,slightly long,regular
154,Adidas Harden Stepback 3,Adidas,2022-01-01,Low Top,Recommended for guards that heavily rely on footwork,79.99,8.2,8.5,7.8,8.0,8.0,8.5,83.0,true to size,slightly wide
155,Nike Kyrie 8,Nike,2021-12-01,High Top,Best for players looking for a shoe with no real weaknesses.,139.99,8.5,8.3,9.0,8.6,8.3,8.4,38.0,true to size,regular
156,Under Armour Curry 9,Under Armour,2021-12-01,Low Top,Great shoe if you rely on traction and court feel.,159.99,8.9,9.6,8.3,8.6,8.9,8.6,75.0,true to size,regular
157,Adidas Dame 8,Adidas,2021-12-01,Low Top,"Recommended if you play on clean courts and looking for comfortable, supportive shoes.",119.99,7.9,7.3,8.3,8.0,8.3,7.7,50.0,slightly long,slightly wide
158,Nike Kyrie Flytrap 5,Nike,2021-11-01,Low Top,Players that like a responsive shoe and don't need impact protection.,89.99,7.0,6.8,6.5,7.0,7.5,7.0,75.0,true to size,regular
159,Nike Lebron 19,Nike,2021-11-01,High Top,Perfect if you enjoy extra cushion and impact protection.,199.99,8.3,7.1,9.3,8.3,8.9,8.1,25.0,slightly long,regular
160,Jordan One Take 3,Jordan,2021-11-01,Low Top,Anyone looking for a price-conscious shoe without sacrificing anything performance-wise.,99.99,8.0,8.5,8.0,7.5,8.0,8.0,50.0,slightly long,regular
161,Nike Lebron Witness 6,Nike,2021-10-01,Low Top,Players that really like the aesthetic or players that are looking for a shoe that can hold up outdoors.,99.99,7.4,7.4,7.0,7.8,7.0,7.7,83.0,true to size,regular
162,Nike Air Max Impact 3,Nike,2021-10-01,Mid Top,Good choice for players that are looking for a shoe to beat up outdoors,89.99,8.4,9.3,7.7,8.0,8.5,8.0,100.0,true to size,slightly wide
163,Air Jordan 36,Jordan,2021-09-01,High Top,Great for players that are looking for a top-tier performance basketball shoe.,184.99,9.1,9.0,9.4,9.0,9.1,8.9,25.0,true to size,regular
164,Puma Fusion Nitro Spectra,Puma,2021-09-01,Low Top,Players that are looking for grippy traction.,129.99,7.6,8.5,8.0,6.5,6.5,8.5,0.0,true to size,regular
165,Adidas Trae Young 1,Adidas,2021-09-01,Low Top,Fans of Trae Young that are looking for a comfortable cushion setup.,139.99,8.2,7.7,8.9,8.3,8.0,7.9,40.0,slightly long,slightly wide
166,Under Armour Flow FUTR X,Under Armour,2021-08-01,Low Top,Perfect shoe for guards that have a quick style of play.,119.99,8.3,10.0,8.0,7.3,8.0,8.0,50.0,true to size,slightly wide
167,Adidas Exhibit A,Adidas,2021-08-01,Low Top,Great for players that have a quick and shifty play style.,109.99,8.3,8.3,8.8,7.8,8.8,8.0,0.0,slightly long,slightly wide
168,Adidas D Rose Son Of Chi,Adidas,2021-08-01,High Top,Players with quick playstyles and don't need lots of impact protection.,99.99,8.0,9.0,8.0,7.3,8.0,7.7,50.0,true to size,regular
169,Adidas D.O.N Issue #3,Adidas,2021-07-01,Low Top,Best for players looking for a responsive and lightweight shoe.,109.99,8.0,8.3,7.6,8.1,8.0,7.7,50.0,slightly long,slightly wide
170,Nike Zoom Freak 3,Nike,2021-07-01,Low Top,Good choice for players that enjoy a lightweight and minimal feeling shoe.,119.99,8.1,8.1,7.9,8.0,7.9,8.7,20.0,true to size,regular
171,Nike Air Zoom G.T. Run,Nike,2021-07-01,Mid Top,Recommended for players that look for cushion and impact protection.,174.99,8.1,8.0,8.7,7.9,7.8,8.0,20.0,slightly long,regular
172,Nike Giannis Immortality,Nike,2021-07-01,Low Top,Best for price-conscious players looking for a shoe that feels quick.,79.99,7.8,8.8,7.8,7.0,7.5,8.0,100.0,true to size,regular
173,Nike Kyrie Low 4,Nike,2021-06-01,Low Top,Especially recommended for guards that want a responsive shoe.,109.99,8.2,8.7,7.2,8.3,8.5,8.3,0.0,true to size,regular
174,Under Armour Curry 3Z5,Under Armour,2021-06-01,Low Top,Guards who want to play quick but still like impact protection.,79.99,8.4,9.0,8.5,8.0,7.8,8.5,25.0,true to size,regular
175,Nike Air Zoom G.T. Cut,Nike,2021-05-01,Low Top,Players that like a fast and responsive shoe.,169.99,8.8,8.8,9.6,8.6,8.6,8.5,40.0,true to size,regular
176,Jordan Zion 1,Jordan,2021-05-01,Mid Top,A very versatile shoe that will work for most players.,119.99,8.0,7.6,8.4,7.5,8.5,7.9,83.0,true to size,regular
177,Nike KD Trey 5 IX,Nike,2021-05-01,Low Top,"Solid pickup if you are looking for lightweight, minimal, and affordable basketball shoes.",89.99,7.9,7.5,8.0,8.0,8.5,7.5,50.0,slightly long,regular
178,Adidas N3XT L3V3L Futurenatural,Adidas,2021-04-01,Mid Top,Best for guards or wings who need a lot of responsiveness with some ankle support.,179.99,8.4,8.0,8.0,8.5,8.7,8.8,50.0,slightly long,regular
179,Nike KD 14,Nike,2021-04-01,Mid Top,A versatile shoe that works for all type of players.,149.99,8.9,9.4,9.3,8.1,8.7,8.3,25.0,true to size,regular
180,Nike Precision 5,Nike,2021-04-01,Low Top,A good shoe for those who like court feel and don't need much impact protection.,69.99,8.1,9.0,7.3,8.3,8.0,8.0,50.0,slightly long,regular
181,Puma Court Rider,Puma,2021-04-01,Low Top,Players that enjoy low to the ground shoes.,99.99,8.2,8.0,8.0,8.5,8.3,8.0,100.0,slightly long,regular
182,Under Armour Anatomix Spawn 3,Under Armour,2021-03-01,Low Top,Great for any position or player who wants a balanced cushion setup.,99.99,9.0,9.5,10.0,8.0,8.5,9.0,50.0,slightly long,regular
183,Nike Cosmic Unity,Nike,2021-03-01,Low Top,Best for players who need a good mix of impact protection and court feel.,149.99,8.8,8.3,9.3,9.0,8.8,8.8,33.0,slightly long,regular
184,Nike Lebron 18 Low,Nike,2021-03-01,Low Top,Great for forwards or centers who need a lot of impact protection.,159.99,8.5,8.3,8.8,7.8,8.5,8.8,50.0,slightly long,regular
185,New Balance TWO WXY,New Balance,2021-03-01,Mid Top,Great for players of any position who look for court feel and ankle support.,139.99,8.9,9.5,9.0,8.5,9.0,8.5,50.0,slightly long,regular
186,Nike PG 5,Nike,2021-02-01,Low Top,"Works best for players that prefer a minimal, lightweight, and responsive shoe no matter what position they play.",109.99,8.8,9.5,8.8,8.0,8.3,8.3,50.0,slightly long,regular
187,Li-Ning Way of Wade 9 Infinity,Li-Ning,2021-02-01,High Top,Players that like to take advantage of their straight-line speed.,109.99,8.5,9.0,8.0,8.7,8.3,8.3,100.0,slightly long,regular
188,Li-Ning Way of Wade 9,Li-Ning,2021-02-01,Low Top,"Recommended for most playstyles, but more so for laterally, shifty players.",109.99,8.2,8.0,8.0,8.0,9.0,8.0,50.0,true to size,slightly narrow
189,Adidas Harden Vol. 5,Adidas,2021-01-01,Low Top,Only recommended for players who hoop outdoors and need a responsive shoe.,129.99,6.9,6.8,6.8,6.8,7.5,7.3,100.0,slightly long,slightly wide
190,Nike Kobe 6 Protro,Nike,2021-01-01,Low Top,"Players who want a strong performing, balanced shoe.",179.99,8.9,9.6,9.0,8.6,8.6,8.4,50.0,true to size,regular
191,Adidas Harden Stepback 2,Adidas,2021-01-01,Low Top,Best for guards or wings who want court feel and don't need a lot of compression.,79.99,8.3,8.5,7.5,9.0,8.0,8.5,100.0,slightly long,regular
192,Jordan Why Not Zero.4,Jordan,2021-01-01,Mid Top,Great for players who like forefoot Zoom and don't make a lot of lateral moves.,129.99,8.3,7.7,9.0,8.3,8.3,8.3,25.0,slightly long,slightly wide
193,Jordan One Take 2,Jordan,2021-01-01,Low Top,Only recommended for players who need an affordable option for primarily outdoor play.,99.99,7.4,7.5,7.5,7.0,7.0,8.0,25.0,true to size,regular
194,Jordan Jumpman 2021,Jordan,2021-01-01,Mid Top,Best for quick players who need the cushioning to take care of their legs.,109.99,9.1,9.5,9.0,9.0,9.0,9.0,0.0,slightly long,slightly wide
195,Under Armour Curry 8,Under Armour,2020-12-01,Low Top,Great all around hoop shoe for guards and wings.,159.99,8.9,9.9,8.8,8.8,8.4,8.2,67.0,true to size,regular
196,Adidas D Rose 11,Adidas,2020-12-01,Mid Top,Great for wide footers or those who prefer a roomier fit.,139.99,8.4,9.0,9.0,7.5,9.0,7.5,100.0,slightly long,slightly wide
197,Nike Zoom Rize 2,Nike,2020-12-01,Mid Top,Works for centers as well as explosive down-the-line guards.,159.99,8.9,9.3,9.3,9.0,8.5,9.0,50.0,slightly long,regular
198,Puma Clyde All-Pro,Puma,2020-12-01,Low Top,Great for any position or player who likes responsive cushion and a minimal feel.,129.99,9.1,9.5,9.0,9.0,8.8,9.1,50.0,slightly long,regular
199,Li-Ning Wade All City 9,Li-Ning,2020-12-01,Low Top,A great pick for just about any position.,129.99,8.5,8.5,9.5,8.0,8.0,9.0,75.0,slightly long,regular
200,Nike Kyrie 7,Nike,2020-11-01,Mid Top,Great for quick players like guards who are shifty and make a lot of cuts.,139.99,8.6,8.4,8.4,8.2,8.6,8.4,33.0,true to size,regular
201,Nike Lebron Witness 5,Nike,2020-11-01,Mid Top,Great for players of all positions looking for a <$100 hoop shoe.,99.99,8.7,8.5,8.0,9.0,9.0,9.0,0.0,slightly long,regular
202,New Balance Kawhi 1,New Balance,2020-11-01,Mid Top,Best for bigger players who need a very supportive and rigid shoe.,159.99,8.5,8.5,8.5,7.8,9.4,8.3,75.0,true to size,regular
203,Nike Kyrie Flytrap 4,Nike,2020-11-01,Mid Top,Great for quick guards who need a cheap and responsive shoe.,89.99,7.7,7.0,7.0,7.5,9.0,8.0,25.0,true to size,regular
204,Nike Lebron 18,Nike,2020-10-01,High Top,Great for big guys who like soft and comfortable cushioning.,199.99,8.2,8.3,9.5,8.3,7.0,8.2,38.0,slightly long,slightly wide
205,Air Jordan 35,Jordan,2020-10-01,High Top,The perfect shoe for players of every position who want a premium experience.,179.99,9.0,8.7,9.8,8.8,9.0,8.5,0.0,true to size,regular
206,Adidas Dame 7,Adidas,2020-10-01,Low Top,A perfectly balanced shoe that fits any position or player.,109.99,8.7,9.0,9.0,8.0,9.0,8.5,100.0,slightly long,slightly wide
207,Nike Kyrie Low 3,Nike,2020-09-01,Low Top,Best for guards or wings who need a lot of court feel and support.,109.99,8.3,9.0,7.5,8.5,8.5,8.0,100.0,true to size,regular
208,Puma RS Dreamer,Puma,2020-09-01,Low Top,Great for guards or big guys that need a supportive shoe.,124.99,8.4,9.2,7.3,8.3,8.7,8.3,83.0,true to size,regular
209,Nike Lebron Soldier 14,Nike,2020-09-01,High Top,Great for big guys who like forefoot cushion and need a lot of support.,139.99,8.3,8.0,8.3,8.0,9.0,8.3,50.0,slightly long,regular
210,Under Armour Embiid 1,Under Armour,2020-09-01,Mid Top,Great for any position or player looking for a responsive shoe.,119.99,8.1,7.8,8.6,7.8,8.4,8.2,50.0,slightly long,slightly wide
211,Nike Kybrid S2,Nike,2020-09-01,Mid Top,Great for guards and smaller wings who are quick on their feet.,139.99,8.7,8.0,7.5,8.0,9.0,9.0,50.0,slightly long,regular
212,Adidas D.O.N Issue #2,Adidas,2020-08-01,Low Top,Players looking for a very supportive shoe with good impact protection,99.99,8.3,7.8,8.3,8.0,8.8,7.0,0.0,true to size,regular
213,Nike Zoom Freak 2,Nike,2020-08-01,Low Top,A great choice for guards who prefer court feel over impact protection.,119.99,8.2,8.0,7.4,8.0,8.3,8.5,63.0,slightly long,regular
214,Adidas N3XT L3V3L 2020,Adidas,2020-08-01,High Top,Any type of player who wants to be light and quick on their feet,149.99,8.6,8.5,9.0,9.0,9.0,7.5,100.0,slightly long,regular
215,Nike Renew Elevate,Nike,2020-08-01,High Top,A good choice for outdoor courts,79.99,7.9,8.0,8.0,7.5,8.0,8.0,100.0,true to size,regular
216,Adidas Pro Boost Low,Adidas,2020-08-01,Low Top,Great for fast and quick players who need a supportive and minimal shoe.,109.99,8.4,8.5,8.2,7.7,9.0,8.7,100.0,slightly long,regular
217,Nike Mama Fury,Nike,2020-08-01,Low Top,Best for players who like snug shoes with a lot of court feel,99.99,7.0,6.0,6.5,7.5,8.0,7.0,50.0,slightly long,slightly narrow
218,Jordan React Elevation,Jordan,2020-08-01,High Top,Great for any position or style of play.,119.99,8.7,9.0,9.5,8.0,8.5,8.5,100.0,true to size,regular
219,Nike Air Zoom BB NXT,Nike,2020-07-01,Low Top,Works best for big guys looking for a lot of impact protection,179.99,8.3,9.3,9.2,8.2,6.8,8.6,50.0,slightly long,regular
220,Under Armour HOVR Havoc 3,Under Armour,2020-07-01,Low Top,Best for quick guards who need a responsive and supportive shoe.,109.99,8.4,9.0,7.5,7.5,9.0,9.0,0.0,true to size,regular
221,Adidas Crazy BYW 2.0,Adidas,2020-05-01,Low Top,Great shoe if you are looking for a supportive and well-cushioned Low Top.,159.99,8.4,8.7,9.0,8.0,8.3,8.0,75.0,slightly long,slightly wide
222,Jordan Westbrook One Take,Jordan,2020-05-01,Mid Top,Great pick for price-conscious players looking for an all-around solid performing shoe.,99.99,8.2,8.5,8.5,8.0,8.0,8.0,25.0,slightly long,regular
223,Converse G4 Low,Converse,2020-05-01,Low Top,Works best for players looking for a responsive and stable shoe,109.99,8.2,8.0,8.5,8.5,8.5,7.5,50.0,slightly long,slightly narrow
224,Nike KD 13,Nike,2020-04-01,Mid Top,A great pick if you are looking for a comfortable shoe that will also work outdoors.,149.99,8.8,9.1,9.8,7.7,8.3,8.5,75.0,true to size,regular
225,Nike KD Trey 5 VIII,Nike,2020-04-01,Mid Top,Best for outdoor use or those looking for a good deal,89.99,8.2,8.5,9.0,9.0,6.5,8.0,100.0,slightly long,regular
226,Nike Adapt BB 2.0,Nike,2020-02-01,Low Top,Collector's item for sneakerheads who are into the innovative tech,399.99,8.1,8.0,8.5,7.5,9.0,7.5,0.0,true to size,regular
227,Nike Lebron 17 Low,Nike,2020-02-01,Low Top,A great choice for Lebron fans who prefer low-tops compared to Lebron's pretty bulky high-tops,169.99,8.4,9.0,8.3,8.3,8.3,8.0,25.0,true to size,slightly narrow
228,Adidas Pro Model 2G,Adidas,2020-02-01,Mid Top,Perfect if you are looking for affordable shoes that work outdoors.,99.99,8.3,8.5,8.5,8.0,8.0,8.5,100.0,true to size,regular
229,Jordan Why Not Zero.3,Jordan,2020-01-01,High Top,Works great for explosive players who like to stand out on the court,129.99,8.4,7.8,8.6,8.2,8.8,8.3,0.0,slightly long,slightly wide
230,Nike Kobe 5 Protro,Nike,2020-01-01,Low Top,Must-have shoes for fans of the original Kobe 5,179.99,8.7,8.3,8.7,8.1,9.2,9.0,100.0,true to size,regular
231,Nike PG 4,Nike,2020-01-01,Low Top,Super comfortable and well-cushioned basketball shoes,109.99,8.3,8.3,9.4,8.2,7.3,8.0,25.0,slightly small,regular
232,Nike Kyrie Flytrap 3,Nike,2020-01-01,Low Top,Works best as your outdoor basketball shoes,79.99,7.2,8.0,5.0,7.0,8.0,8.0,100.0,true to size,regular
233,Li-Ning Way of Wade 8,Li-Ning,2020-01-01,High Top,Quick players who need a responsive shoe that can keep up,79.99,9.3,9.0,9.7,9.0,9.7,9.0,100.0,slightly long,regular
234,Under Armour Anatomix Spawn 2,Under Armour,2020-01-01,Low Top,Works best for guards with wide feet looking for a responsive shoe,99.99,8.0,8.3,7.5,9.0,8.0,7.0,0.0,slightly long,very wide
235,Adidas Harden Stepback,Adidas,2020-01-01,Low Top,A great choice for price-conscious guards who like responsive cushioning,79.99,8.0,8.0,7.0,8.0,9.0,8.0,0.0,slightly long,slightly wide
236,Adidas Dame 6,Adidas,2019-12-01,Low Top,Works best for guards who play on clean courts most of the time,109.99,7.7,7.0,9.1,7.3,7.3,7.9,0.0,slightly long,slightly wide
237,Nike Air Zoom UNVRS,Nike,2019-12-01,High Top,Good choice if you are looking for shoes that are comfortable and easy to put on,159.99,7.7,6.3,10.0,8.3,7.0,7.0,0.0,true to size,slightly narrow
238,Under Armour Curry 7,Under Armour,2019-11-01,Low Top,Works best for quick guards who value court feel over impact protection,139.99,8.3,9.4,7.2,7.8,8.9,8.4,67.0,true to size,regular
239,Puma Clyde Hardwood,Puma,2019-11-01,Low Top,"Great shoe if you are looking for beastly traction and minimal, responsive cushioning",119.99,8.7,9.2,7.7,8.8,9.0,9.0,100.0,slightly long,regular
240,New Balance OMN1S,New Balance,2019-11-01,High Top,"A durable performer with comfortable cushioning, good materials, and great traction on clean courts",139.99,8.7,9.0,9.0,9.0,7.8,8.5,100.0,slightly long,regular
241,Nike Kyrie 6,Nike,2019-11-01,High Top,"Great traction and support with a low-to-the-ground, responsive cushioning",129.99,8.8,9.0,8.9,8.4,9.0,8.6,13.0,true to size,regular
242,Air Jordan 34,Jordan,2019-10-01,High Top,A great option if you are looking for a light & stylish shoe with no real weaknesses,179.99,9.0,9.2,9.6,8.3,8.8,9.0,25.0,true to size,regular
243,Nike Lebron 17,Nike,2019-10-01,High Top,"Top choice if you are looking for a comfortable, supportive shoe with a ton of impact protection",199.99,8.7,7.8,9.5,9.1,8.5,8.4,25.0,true to size,slightly wide
244,Adidas Harden Vol. 4,Adidas,2019-10-01,Low Top,"Best for guards looking for a fast, low-to-the-ground, and supportive shoe",129.99,8.8,8.8,8.7,8.9,8.7,8.8,63.0,slightly long,slightly wide
245,Adidas D Rose 10,Adidas,2019-10-01,High Top,Recommended for D-Rose fans who enjoy soft cushioning and play on clean courts,139.99,7.9,7.3,9.3,8.0,8.3,6.7,0.0,very long,slightly wide
246,ANTA KT 5,ANTA,2019-10-01,High Top,A durable shoe for any position or style of play.,159.99,8.8,9.2,8.8,8.3,9.0,8.5,83.0,slightly long,regular
247,Nike Lebron Witness 4,Nike,2019-10-01,High Top,Only recommended for Lebron fans who can't afford his more expensive signature shoes,99.99,7.8,7.5,8.0,7.5,8.0,8.0,83.0,slightly long,regular
248,Jordan Jumpman 2020,Jordan,2019-10-01,High Top,A great overall performer that comes at a very affordable retail price,109.99,8.5,8.3,9.3,8.3,8.3,8.3,25.0,true to size,regular
249,Nike Zoom Rize,Nike,2019-09-01,High Top,"Suitable for all players, especially big guys looking for support and comfort",139.99,8.9,8.9,9.1,8.8,8.5,9.0,75.0,true to size,regular
250,Nike Kobe AD NXT FastFit,Nike,2019-09-01,Mid Top,"Great shoe for quick, low-to-the-ground players who are into futuristic looks",199.99,8.5,9.4,8.3,7.8,8.0,8.8,33.0,true to size,slightly narrow
251,Nike AlphaDunk,Nike,2019-09-01,High Top,"Only works for slow, heavy big guys looking for support and impact protection",179.99,7.5,5.0,8.3,8.0,8.3,7.5,33.0,true to size,slightly wide
252,Nike KD Trey 5 VII,Nike,2019-08-01,Low Top,Great shoe if you like soft cushioning and don't need a lot of support,89.99,7.4,9.5,9.0,5.5,6.5,6.5,75.0,slightly long,regular
253,Jordan Jumpman Diamond Mid,Jordan,2019-08-01,Mid Top,Perfect for players who like to stand out on the court,119.99,8.9,9.3,8.7,9.0,9.3,8.3,0.0,true to size,regular
254,Adidas Pro Bounce 2019 Low,Adidas,2019-08-01,Low Top,The Pro Bounce is not recommended due to its lacking traction,109.99,7.7,7.0,8.8,7.5,8.3,7.0,75.0,slightly long,regular
255,Jordan Zoom Zero Gravity,Jordan,2019-08-01,Low Top,A great shoe for price-conscious hoopers looking for a fast low-top,99.99,8.6,9.3,8.0,8.5,8.5,9.0,100.0,true to size,slightly wide
256,Nike Zoom Freak 1,Nike,2019-07-01,Low Top,Very low-to-the-ground feeling with very firm forefoot-cushioning,119.99,7.9,7.5,7.3,7.6,8.6,8.8,25.0,true to size,regular
257,Adidas DON Issue 1,Adidas,2019-07-01,Low Top,Recommended for  explosive guards looking for a supportive and responsive low-top,99.99,8.4,7.4,8.6,8.4,8.6,8.3,100.0,slightly long,regular
258,Under Armour Curry 3Zero 3,Under Armour,2019-07-01,Low Top,Great budget option for players who prefer lightweight and minimal shoes,89.99,8.9,9.5,7.5,9.0,9.0,9.5,100.0,true to size,regular
259,Under Armour HOVR Havoc 2,Under Armour,2019-07-01,High Top,Best for players looking for a supportive shoe with well-balanced cushioning,119.99,8.7,8.0,8.7,9.0,9.0,9.0,100.0,true to size,regular
260,Nike Lebron Soldier 13,Nike,2019-07-01,High Top,A great all-around performer that works very well for heavier players,139.99,8.8,9.5,8.4,8.6,9.0,8.5,88.0,slightly long,regular
261,Converse All Star Pro BB,Converse,2019-06-01,High Top,Perfect for narrow-footers who like light and responsive shoes,139.99,8.2,7.8,8.8,8.0,8.0,8.2,25.0,true to size,regular
262,Jordan CP3 12,Jordan,2019-06-01,Low Top,"Perfect shoe if you are looking for an affordable, top-tier performer, that you can play outdoors too",99.99,8.8,9.2,8.7,9.0,8.3,8.7,100.0,slightly long,regular
263,Nike Kyrie Low 2,Nike,2019-06-01,Low Top,Works best for narrow-footers looking for a good allrounder with responsive cushioning,109.99,8.6,9.2,7.6,8.8,8.8,8.6,30.0,true to size,regular
264,Nike Mamba Focus,Nike,2019-04-01,Low Top,An affordable shoe for playing outdoors,99.99,7.4,7.0,7.0,8.0,8.0,7.5,100.0,slightly long,regular
265,Nike KD 12,Nike,2019-04-01,Mid Top,A well-balanced shoe that works for a wide array of basketball players,149.99,8.8,9.0,9.9,8.1,8.4,8.4,20.0,true to size,regular
266,Adidas Pro Bounce Madness,Adidas,2019-03-01,High Top,Works for all playing styles and positions,119.99,8.5,8.3,9.0,8.0,8.8,8.5,67.0,slightly long,regular
267,Nike PG 3,Nike,2019-02-01,Low Top,Versatile shoe that works for all positions,109.99,8.9,9.1,9.0,8.2,8.7,8.9,25.0,true to size,regular
268,Adidas Dame 5,Adidas,2019-02-01,Mid Top,The Dame 5 works best for quick guards who prefer responsive cushioning,114.99,8.8,8.7,8.8,8.0,9.1,9.1,90.0,slightly long,slightly wide
269,Under Armour Anatomix Spawn Low,Under Armour,2019-02-01,Low Top,Perfect for quick point guards who want to be able to stop on a dime,109.99,8.6,9.7,8.8,8.3,8.7,7.7,0.0,slightly long,slightly wide
270,Nike Kobe 4 Protro,Nike,2019-02-01,Low Top,A very versatile shoe that will be most appreciated by players who had the OG Kobe 4,174.99,8.6,9.0,8.0,8.2,9.0,8.5,25.0,true to size,regular
271,Puma Uproar,Puma,2019-02-01,Low Top,Worn by players of all positions in the NBA,129.99,8.4,8.7,7.0,8.3,9.0,9.0,67.0,true to size,regular
272,Nike Adapt BB,Nike,2019-02-01,Low Top,A must-have for sneakerheads who are into innovative tech!,349.99,8.5,8.5,8.3,9.3,7.8,8.5,25.0,true to size,regular
273,Under Armour Curry 6,Under Armour,2019-01-01,Low Top,"Perfect for quick guards looking for a supportive, lightweight shoe with great court feel",129.99,8.7,8.7,8.7,8.8,8.7,8.5,20.0,slightly long,regular
274,Jordan Why Not Zero.2,Jordan,2019-01-01,Mid Top,Works best for explosive players looking for a supportive shoe,119.99,8.6,8.8,9.0,8.3,8.4,8.3,30.0,slightly long,regular
275,Nike Kyrie Flytrap 2,Nike,2019-01-01,Low Top,Perfect for light and quick players who don't need a lot of impact protection,79.99,7.8,9.5,4.5,9.0,8.5,7.0,100.0,slightly long,regular
276,Li-Ning Way of Wade 7,Li-Ning,2018-12-01,Low Top,Perfect for Dwyane Wade fans who play on clean courts,164.99,8.3,6.7,8.7,9.0,9.0,8.0,83.0,very long,slightly wide
277,Adidas Marquee Boost,Adidas,2018-12-01,Mid Top,Works for a wide array of basketball players,129.99,8.7,8.2,9.6,8.5,8.8,8.4,63.0,slightly long,slightly wide
278,Adidas N3XT L3V3L,Adidas,2018-12-01,High Top,"Works well for explosive players looking for a light shoe with a well-balanced, responsive cushioning setup",179.99,8.5,8.4,9.1,8.9,8.0,8.3,0.0,slightly long,regular
279,Adidas T-Mac Millenium,Adidas,2018-12-01,Low Top,Perfect for T-Mac fans looking for a good all-around performer,159.99,8.5,9.3,8.8,7.8,8.3,8.0,0.0,slightly long,regular
280,Adidas Pro Vision,Adidas,2018-12-01,Mid Top,Best for price-conscious hoopers that play on clean courts only,99.99,8.4,8.0,9.0,7.5,9.5,8.0,50.0,slightly long,regular
281,Nike Kyrie 5,Nike,2018-11-01,High Top,Works best for quick guards who prefer court feel over impact protection,129.99,8.5,8.2,8.0,7.9,9.0,8.6,30.0,true to size,regular
282,Puma Clyde Court Disrupt,Puma,2018-10-01,Mid Top,"Great shoe if you are tired of Nike, Jordan, and Adidas",129.99,8.2,7.9,8.0,8.9,8.3,8.4,50.0,slightly long,slightly wide
283,Air Jordan 33,Jordan,2018-10-01,High Top,Perfect if you are into innovative tech and can afford the steep price,174.99,8.3,8.4,8.4,7.9,8.9,8.2,20.0,slightly long,slightly narrow
284,Adidas Harden Vol. 3,Adidas,2018-10-01,Low Top,Perfect for players of all positions who value court feel and freedom of movement,139.99,9.0,8.8,9.5,8.9,8.8,9.1,0.0,slightly long,regular
285,ANTA KT 4,ANTA,2018-10-01,High Top,Best for players who enjoy knitted uppers and soft cushioning,124.99,8.9,9.5,8.8,9.0,8.7,8.3,25.0,slightly long,regular
286,Nike Lebron 16,Nike,2018-09-01,Mid Top,Especially recommended for explosive and powerful wing players.,184.99,8.9,9.1,9.0,9.0,8.7,8.4,83.0,slightly long,slightly wide
287,Adidas Pro Bounce Low,Adidas,2018-09-01,Low Top,Great bang for the buck and should work well for positions 1-4.,109.99,8.7,8.9,8.8,8.5,9.0,8.3,75.0,slightly long,regular
288,Jordan Jumpman Hustle,Jordan,2018-09-01,Low Top,Great all-around performer at a very fair price!,109.99,8.7,9.3,8.9,8.6,7.8,9.0,50.0,slightly long,regular
